Reactants,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,mapped_reactants
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([C]([N]([H])[H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[H])([H])[H])=[O].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[CoA:19][S:20][C:21]([C:22]([C:23]([C:24]([N:25]([H:26])[H:27])([C:28](=[O:29])[S:30][CoA:31])[C:32](=[O:33])[O:34][H:35])([H:36])[H:37])([H:38])[H:39])=[O:40].[CoA:41][S:42][H:43]
O.[CoA][S][C]([C]([C]([O][H])([C](=[O])[S][CoA])[C](=[O])[O][H])([C](=[O])[O][H])[C](=[O])[S][CoA])=[O],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[OH2:1].[CoA:2][S:3][C:4]([C:5]([C:6]([O:7][H:8])([C:9](=[O:10])[S:11][CoA:12])[C:13](=[O:14])[O:15][H:16])([C:17](=[O:18])[O:19][H:20])[C:21](=[O:22])[S:23][CoA:24])=[O:25]
C(C(C(O)=O)(CCCCN)N)(O)=O.[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([C:2]([C:3]([OH:4])=[O:5])([CH2:6][CH2:7][CH2:8][CH2:9][NH2:10])[NH2:11])([OH:12])=[O:13].[Ad:14][O:15][P:16](=[O:17])([O:18][H:19])[O:20][P:21](=[O:22])([O:23][H:24])[O:25][P:26](=[O:27])([O:28][H:29])[O:30][H:31].[CoA:32][S:33][H:34]
C(O)(O)=O.[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([C](=[O])[C](=[O])[O][H])([H])[H])([H])[H])=[O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([OH:2])([OH:3])=[O:4].[Ad:5][O:6][P:7](=[O:8])([O:9][H:10])[O:11][P:12](=[O:13])([O:14][H:15])[O:16][P:17](=[O:18])([O:19][H:20])[O:21][H:22].[CoA:23][S:24][C:25]([C:26]([C:27]([C:28](=[O:29])[C:30](=[O:31])[O:32][H:33])([H:34])[H:35])([H:36])[H:37])=[O:38]
O.[CoA][S][C]([C]([C]([C](=[O])[O][H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[H])=[O],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[OH2:1].[CoA:2][S:3][C:4]([C:5]([C:6]([C:7](=[O:8])[O:9][H:10])([C:11](=[O:12])[S:13][CoA:14])[C:15](=[O:16])[O:17][H:18])([H:19])[H:20])=[O:21]
O.[O]([C]([C]([C]([C]([H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[H])([N]([H])[H])[C](=[O])[O][H])=[O])[H],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[OH2:1].[O:2]([C:3]([C:4]([C:5]([C:6]([H:7])([C:8](=[O:9])[S:10][CoA:11])[C:12](=[O:13])[O:14][H:15])([H:16])[H:17])([N:18]([H:19])[H:20])[C:21](=[O:22])[O:23][H:24])=[O:25])[H:26]
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[C]([C]([C]([C](=[O])[O][H])([H])[H])([C](=[O])[O][H])[C](=[O])[S][CoA])(=[O])[O][H].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[C:19]([C:20]([C:21]([C:22](=[O:23])[O:24][H:25])([H:26])[H:27])([C:28](=[O:29])[O:30][H:31])[C:32](=[O:33])[S:34][CoA:35])(=[O:36])[O:37][H:38].[CoA:39][S:40][H:41]
C(O)(O)=O.[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C](=[O])[C]([O][H])([C]([H])([H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([OH:2])([OH:3])=[O:4].[Ad:5][O:6][P:7](=[O:8])([O:9][H:10])[O:11][P:12](=[O:13])([O:14][H:15])[O:16][P:17](=[O:18])([O:19][H:20])[O:21][H:22].[CoA:23][S:24][C:25](=[O:26])[C:27]([O:28][H:29])([C:30]([H:31])([H:32])[H:33])[H:34]
C(O)(O)=O.[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[O]([C]([C]([C]([H])([C](=[O])[S][CoA])[C](=[O])[S][CoA])([H])[C](=[O])[O][H])=[O])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([OH:2])([OH:3])=[O:4].[Ad:5][O:6][P:7](=[O:8])([O:9][H:10])[O:11][P:12](=[O:13])([O:14][H:15])[O:16][P:17](=[O:18])([O:19][H:20])[O:21][H:22].[O:23]([C:24]([C:25]([C:26]([H:27])([C:28](=[O:29])[S:30][CoA:31])[C:32](=[O:33])[S:34][CoA:35])([H:36])[C:37](=[O:38])[O:39][H:40])=[O:41])[H:42]
[CoA][S][C]([C]([H])([H])[C](=[O])[H])=[O].[CoA][S][H].[NAD+],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[CoA:1][S:2][C:3]([C:4]([H:5])([H:6])[C:7](=[O:8])[H:9])=[O:10].[CoA:11][S:12][H:13].[NAD+:14]
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([O][H])([C](=[O])[O][H])[H])([C](=[O])[O][H])[C](=[O])[S][CoA])=[O].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[CoA:19][S:20][C:21]([C:22]([C:23]([O:24][H:25])([C:26](=[O:27])[O:28][H:29])[H:30])([C:31](=[O:32])[O:33][H:34])[C:35](=[O:36])[S:37][CoA:38])=[O:39].[CoA:40][S:41][H:42]
C(C)=O.[CoA][S][H].[NAD+],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[CH:1]([CH3:2])=[O:3].[CoA:4][S:5][H:6].[NAD+:7]
C(O)(O)=O.[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([O][H])([H])[C](=[O])[S][CoA])([H])[H])=[O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([OH:2])([OH:3])=[O:4].[Ad:5][O:6][P:7](=[O:8])([O:9][H:10])[O:11][P:12](=[O:13])([O:14][H:15])[O:16][P:17](=[O:18])([O:19][H:20])[O:21][H:22].[CoA:23][S:24][C:25]([C:26]([C:27]([O:28][H:29])([H:30])[C:31](=[O:32])[S:33][CoA:34])([H:35])[H:36])=[O:37]
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([C](=[O])[O][H])([C](=[O])[O][H])[C](=[O])[O][H])([H])[H])=[O].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[CoA:19][S:20][C:21]([C:22]([C:23]([C:24](=[O:25])[O:26][H:27])([C:28](=[O:29])[O:30][H:31])[C:32](=[O:33])[O:34][H:35])([H:36])[H:37])=[O:38].[CoA:39][S:40][H:41]
O.[CoA][S][C]([C]([N]([H])[H])([C]([H])([C](=[O])[S][CoA])[C](=[O])[O][H])[H])=[O],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[OH2:1].[CoA:2][S:3][C:4]([C:5]([N:6]([H:7])[H:8])([C:9]([H:10])([C:11](=[O:12])[S:13][CoA:14])[C:15](=[O:16])[O:17][H:18])[H:19])=[O:20]
C(O)(O)=O.[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([C](=[O])[O][H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[C](=[O])[S][CoA])=[O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([OH:2])([OH:3])=[O:4].[Ad:5][O:6][P:7](=[O:8])([O:9][H:10])[O:11][P:12](=[O:13])([O:14][H:15])[O:16][P:17](=[O:18])([O:19][H:20])[O:21][H:22].[CoA:23][S:24][C:25]([C:26]([C:27]([C:28](=[O:29])[O:30][H:31])([C:32](=[O:33])[S:34][CoA:35])[C:36](=[O:37])[O:38][H:39])([H:40])[C:41](=[O:42])[S:43][CoA:44])=[O:45]
O.[O]([C]([C]([C]([C]([N]([H])[H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[H])([C](=[O])[O][H])[C](=[O])[O][H])=[O])[H],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[OH2:1].[O:2]([C:3]([C:4]([C:5]([C:6]([N:7]([H:8])[H:9])([C:10](=[O:11])[S:12][CoA:13])[C:14](=[O:15])[O:16][H:17])([H:18])[H:19])([C:20](=[O:21])[O:22][H:23])[C:24](=[O:25])[O:26][H:27])=[O:28])[H:29]
C(O)(O)=O.[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([N]([H])[H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[H])=[O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([OH:2])([OH:3])=[O:4].[Ad:5][O:6][P:7](=[O:8])([O:9][H:10])[O:11][P:12](=[O:13])([O:14][H:15])[O:16][P:17](=[O:18])([O:19][H:20])[O:21][H:22].[CoA:23][S:24][C:25]([C:26]([C:27]([N:28]([H:29])[H:30])([C:31](=[O:32])[S:33][CoA:34])[C:35](=[O:36])[O:37][H:38])([H:39])[H:40])=[O:41]
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C](=[O])[O][H])([C](=[O])[S][CoA])[C](=[O])[C](=[O])[O][H])=[O].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[CoA:19][S:20][C:21]([C:22]([C:23](=[O:24])[O:25][H:26])([C:27](=[O:28])[S:29][CoA:30])[C:31](=[O:32])[C:33](=[O:34])[O:35][H:36])=[O:37].[CoA:38][S:39][H:40]
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([O][H])([C](=[O])[S][CoA])[C](=[O])[S][CoA])([C](=[O])[O][H])[C](=[O])[S][CoA])=[O].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[CoA:19][S:20][C:21]([C:22]([C:23]([O:24][H:25])([C:26](=[O:27])[S:28][CoA:29])[C:30](=[O:31])[S:32][CoA:33])([C:34](=[O:35])[O:36][H:37])[C:38](=[O:39])[S:40][CoA:41])=[O:42].[CoA:43][S:44][H:45]
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([C](=[O])[O][H])([H])[H])([C](=[O])[S][CoA])[C](=[O])[S][CoA])=[O].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[CoA:19][S:20][C:21]([C:22]([C:23]([C:24](=[O:25])[O:26][H:27])([H:28])[H:29])([C:30](=[O:31])[S:32][CoA:33])[C:34](=[O:35])[S:36][CoA:37])=[O:38].[CoA:39][S:40][H:41]
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[C]([C]([C]([O][H])([C](=[O])[O][H])[H])([H])[C](=[O])[S][CoA])(=[O])[O][H].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[C:19]([C:20]([C:21]([O:22][H:23])([C:24](=[O:25])[O:26][H:27])[H:28])([H:29])[C:30](=[O:31])[S:32][CoA:33])(=[O:34])[O:35][H:36].[CoA:37][S:38][H:39]
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([C]([H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[H])([N]([H])[H])[C](=[O])[S][CoA])=[O].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[CoA:19][S:20][C:21]([C:22]([C:23]([C:24]([H:25])([C:26](=[O:27])[S:28][CoA:29])[C:30](=[O:31])[O:32][H:33])([H:34])[H:35])([N:36]([H:37])[H:38])[C:39](=[O:40])[S:41][CoA:42])=[O:43].[CoA:44][S:45][H:46]
[C]([C]([C]([C](=[O])[C](=[O])[O][H])([H])[H])([H])[C](=[O])[S][CoA])(=[O])[O][H].[C]([C]([C]([N]([H])[H])([C](=[O])[O][H])[H])([H])[C](=[O])[S][CoA])(=[O])[O][H],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([C:2]([C:3]([C:4](=[O:5])[C:6](=[O:7])[O:8][H:9])([H:10])[H:11])([H:12])[C:13](=[O:14])[S:15][CoA:16])(=[O:17])[O:18][H:19].[C:20]([C:21]([C:22]([N:23]([H:24])[H:25])([C:26](=[O:27])[O:28][H:29])[H:30])([H:31])[C:32](=[O:33])[S:34][CoA:35])(=[O:36])[O:37][H:38]
O.[CoA][S][C]([C]([C]([C]([C](=[O])[O][H])([H])[H])([H])[H])([N]([H])[H])[C](=[O])[S][CoA])=[O],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[OH2:1].[CoA:2][S:3][C:4]([C:5]([C:6]([C:7]([C:8](=[O:9])[O:10][H:11])([H:12])[H:13])([H:14])[H:15])([N:16]([H:17])[H:18])[C:19](=[O:20])[S:21][CoA:22])=[O:23]
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[C](=[O])[S][CoA])=[O].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[CoA:19][S:20][C:21]([C:22]([C:23]([H:24])([C:25](=[O:26])[S:27][CoA:28])[C:29](=[O:30])[O:31][H:32])([H:33])[C:34](=[O:35])[S:36][CoA:37])=[O:38].[CoA:39][S:40][H:41]
C(C(C(O)=O)CC(C(O)=O)=O)(O)=O.[C]([C]([C]([N]([H])[H])([C](=[O])[O][H])[H])([C](=[O])[O][H])[C](=[O])[S][CoA])(=[O])[O][H],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([CH:2]([C:3]([OH:4])=[O:5])[CH2:6][C:7]([C:8]([OH:9])=[O:10])=[O:11])([OH:12])=[O:13].[C:14]([C:15]([C:16]([N:17]([H:18])[H:19])([C:20](=[O:21])[O:22][H:23])[H:24])([C:25](=[O:26])[O:27][H:28])[C:29](=[O:30])[S:31][CoA:32])(=[O:33])[O:34][H:35]
O.[CoA][S][C]([C](=[O])[C]([C]([H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[H])=[O],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[OH2:1].[CoA:2][S:3][C:4]([C:5](=[O:6])[C:7]([C:8]([H:9])([C:10](=[O:11])[S:12][CoA:13])[C:14](=[O:15])[O:16][H:17])([H:18])[H:19])=[O:20]
C(O)(O)=O.[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C](=[O])[C]([H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([OH:2])([OH:3])=[O:4].[Ad:5][O:6][P:7](=[O:8])([O:9][H:10])[O:11][P:12](=[O:13])([O:14][H:15])[O:16][P:17](=[O:18])([O:19][H:20])[O:21][H:22].[CoA:23][S:24][C:25](=[O:26])[C:27]([H:28])([H:29])[H:30]
O.[CoA][S][C]([C]([C]([H])([C]([H])([H])[C]([H])([H])[C]([H])([H])[N]([H])[H])[N]([H])[H])([C](=[O])[S][CoA])[C](=[O])[S][CoA])=[O],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[OH2:1].[CoA:2][S:3][C:4]([C:5]([C:6]([H:7])([C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[C:14]([H:15])([H:16])[N:17]([H:18])[H:19])[N:20]([H:21])[H:22])([C:23](=[O:24])[S:25][CoA:26])[C:27](=[O:28])[S:29][CoA:30])=[O:31]
C(C(C(O)=O)=CC(O)=O)(O)=O.[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([C:2]([C:3]([OH:4])=[O:5])=[CH:6][C:7]([OH:8])=[O:9])([OH:10])=[O:11].[Ad:12][O:13][P:14](=[O:15])([O:16][H:17])[O:18][P:19](=[O:20])([O:21][H:22])[O:23][P:24](=[O:25])([O:26][H:27])[O:28][H:29].[CoA:30][S:31][H:32]
[C]([C]([C]([C](=[O])[C](=[O])[O][H])([H])[H])([C](=[O])[O][H])[C](=[O])[S][CoA])(=[O])[O][H].[C]([C]([C]([N]([H])[H])([C](=[O])[O][H])[H])([H])[C](=[O])[S][CoA])(=[O])[O][H],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([C:2]([C:3]([C:4](=[O:5])[C:6](=[O:7])[O:8][H:9])([H:10])[H:11])([C:12](=[O:13])[O:14][H:15])[C:16](=[O:17])[S:18][CoA:19])(=[O:20])[O:21][H:22].[C:23]([C:24]([C:25]([N:26]([H:27])[H:28])([C:29](=[O:30])[O:31][H:32])[H:33])([H:34])[C:35](=[O:36])[S:37][CoA:38])(=[O:39])[O:40][H:41]
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][H].[O]([C]([C]([C]([C](=[O])[S][CoA])([C](=[O])[S][CoA])[C](=[O])[S][CoA])([H])[C](=[O])[O][H])=[O])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[CoA:19][S:20][H:21].[O:22]([C:23]([C:24]([C:25]([C:26](=[O:27])[S:28][CoA:29])([C:30](=[O:31])[S:32][CoA:33])[C:34](=[O:35])[S:36][CoA:37])([H:38])[C:39](=[O:40])[O:41][H:42])=[O:43])[H:44]
C(C(C(O)=O)(C)O)(O)=O.[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([C:2]([C:3]([OH:4])=[O:5])([CH3:6])[OH:7])([OH:8])=[O:9].[Ad:10][O:11][P:12](=[O:13])([O:14][H:15])[O:16][P:17](=[O:18])([O:19][H:20])[O:21][P:22](=[O:23])([O:24][H:25])[O:26][H:27].[CoA:28][S:29][H:30]
O.[CoA][S][C]([C]([C]([H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[C](=[O])[S][CoA])=[O],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[OH2:1].[CoA:2][S:3][C:4]([C:5]([C:6]([H:7])([C:8](=[O:9])[S:10][CoA:11])[C:12](=[O:13])[O:14][H:15])([H:16])[C:17](=[O:18])[S:19][CoA:20])=[O:21]
[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][H].[O]([C]([C]([C]([C]([H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[H])([N]([H])[H])[C](=[O])[O][H])=[O])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ad:1][O:2][P:3](=[O:4])([O:5][H:6])[O:7][P:8](=[O:9])([O:10][H:11])[O:12][P:13](=[O:14])([O:15][H:16])[O:17][H:18].[CoA:19][S:20][H:21].[O:22]([C:23]([C:24]([C:25]([C:26]([H:27])([C:28](=[O:29])[S:30][CoA:31])[C:32](=[O:33])[O:34][H:35])([H:36])[H:37])([N:38]([H:39])[H:40])[C:41](=[O:42])[O:43][H:44])=[O:45])[H:46]
O.[C]([C]([C]([H])([C](=[O])[S][CoA])[C](=[O])[O][H])([H])[C](=[O])[S][CoA])(=[O])[O][H],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[OH2:1].[C:2]([C:3]([C:4]([H:5])([C:6](=[O:7])[S:8][CoA:9])[C:10](=[O:11])[O:12][H:13])([H:14])[C:15](=[O:16])[S:17][CoA:18])(=[O:19])[O:20][H:21]
C(O)(O)=O.[Ad][O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][P](=[O])([O][H])[O][H].[CoA][S][C]([C]([C]([C](=[O])[O][H])([C](=[O])[O][H])[C](=[O])[O][H])([H])[H])=[O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([OH:2])([OH:3])=[O:4].[Ad:5][O:6][P:7](=[O:8])([O:9][H:10])[O:11][P:12](=[O:13])([O:14][H:15])[O:16][P:17](=[O:18])([O:19][H:20])[O:21][H:22].[CoA:23][S:24][C:25]([C:26]([C:27]([C:28](=[O:29])[O:30][H:31])([C:32](=[O:33])[O:34][H:35])[C:36](=[O:37])[O:38][H:39])([H:40])[H:41])=[O:42]
C(C(C(O)=O)(C(O)=O)CC(C(O)=O)=O)(O)=O.[CoA][S][C]([C]([C]([N]([H])[H])([C](=[O])[O][H])[H])([C](=[O])[O][H])[C](=[O])[S][CoA])=[O],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[C:1]([C:2]([C:3]([OH:4])=[O:5])([C:6]([OH:7])=[O:8])[CH2:9][C:10]([C:11]([OH:12])=[O:13])=[O:14])([OH:15])=[O:16].[CoA:17][S:18][C:19]([C:20]([C:21]([N:22]([H:23])[H:24])([C:25](=[O:26])[O:27][H:28])[H:29])([C:30](=[O:31])[O:32][H:33])[C:34](=[O:35])[S:36][CoA:37])=[O:38]
